Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
24,Element Crack,"Cracks your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic Resistance by 5 (L24) to 6 (L28). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Cold | Electricity | Fire | Magic,Druid
24,Ensnare,"Several small roots emerge from the ground and cling to your target's feet, decreasing their Movement Speed by 50% for 5 minutes.",Alt,,Snare,Druid
24,Fire Resistance,"Greatly wards your target from heat, increasing their Fire Resistance by 15.",Abj,,Resist | Fire,Druid
24,Flaming Embers,"Burns your target for 60 seconds, dealing 15 Fire Damage every 6 seconds and decreasing AC by 13. Max 3 stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
24,Greater Heal,"Greatly heals the wounds of a friendly target, healing them for 325 health.",Alt,150,Direct Heal,Druid
24,Poison Resistance,"Greatly wards your target from toxins, increasing their Poison Resistance by 15.",Abj,,Resist | Poison,Druid
24,Speed of Predator,"Bestow the Speed of Predator, increasing your Movement Speed by 100% for 1 minute.",Alt,25,Movement Speed,Druid
24,Tangling Vines,"Engulfs nearby targets with tangling vines, reducing movement speed by 50% for 10 seconds.",Alt,,AoE | Snare,Druid
24,Circle of Evershade Weald,"Teleport your group, relocating to Evershade Weald.",Alt,,Teleport,Druid
24,Circle of Sungreet Strand,"Teleport your group, relocating to Sungreet Strand.",Alt,,Teleport,Druid
28,Brambly Barrier,"Surrounds your target with a brambly barrier, providing a Damage Shield with 15 Damage Per Hit for 10 minutes.",Abj,,Damage Shield,Druid
28,Deextinction,"Deextinct a target beast corpse, restoring it to life.",Alt,,Resurrection | (animals only) | (pet only),Druid
28,Tangling Bonds,"Root nearby targets with tangling bonds, immobilizing them for 5 seconds.",Alt,,AoE | Root,Druid
28,Touch of Life,"Touch a friendly target with a touch of life, healing them for 230 Health, and an additional 115 Health every 6 seconds for 12 seconds, for a total of 460 health.",Alt,200,Heal Over Time | Direct Heal,Druid
28,Winged Swarm,"Engulf your target with a winged swarm, dealing 30 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Druid
32,Bear Pet Tier 1,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
32,Moon Burn,"Channel Moon energy, inflicting burns for 250 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
32,Pack Speed,"Bestows your group Speed of Wild, increasing their Movement Speed by 40% (L8) to 60% (L60) for 30 minutes.",Alt,,Movement Speed,Druid
32,Regeneration,"Cause your target to regenerate, increasing their Health Regeneration by 7 for 40 minutes.",Alt,,Health Regen,Druid
32,Steelskin,"Make the skin of your target as hard as steel, increasing their Armor Class by 15.",Abj,60,+AC,Druid
36,Bear Pet Tier 2,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
36,Blazing Embers,"Burns your target for 60 seconds, dealing 20 Fire Damage every 6 seconds and decreasing AC by 19. Max 3 stacks. This spell does not stack with itself or any others in the same line. Requires Fie Beetle Eye.",Evo,,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
36,Coax Beast,"Charm a target beast, forcing them to fight alongside you.",Alt,,Charm | (animals only),Druid
36,Exceptional Heal,"Exceptionally heals the wounds of a friendly target, healing them for 600 Health.",Alt,230,Direct Heal,Druid
36,Locust Swarm,"Engulf your target with a locust swarm, dealing 45 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Druid
36,Sanctuary: Evershade Weald,"Seek sanctuary with your group, relocating them to Evershade Weald.",Alt,,Teleport,Druid
36,Sanctuary: Sungreet Strand,"Seek sanctuary with your group, relocating them to Sungreet Strand.",Alt,,Teleport,Druid
36,Spikey Barrier,"Surrounds your target with a spiky barrier, providing a Damage Shield with 20 Damage Per Hit for 10 minutes.",Abj,,Damage Shield,Druid
36,Wolf Pack,"Shapeshift your group into a pack of wolves, increasing their Movement Speed by 40% (L8) to 60% (L60).",Alt,,Movement Speed | Shapeshift,Druid
40,Abolish Magic,Removes two harmful magical effects from your current target.,Alt,,Cure | Magic,Druid
40,Bear Pet Tier 3,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
40,Element Fracture,"Fractures your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic resistance by 7 (L40) to 8 (L44). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Cold | Electricity | Fire | Magic,Druid
40,Fury of Eth-el,"Empower your target with the fury of Eth-el, increasing their Strength by 15 for 1 hour.",Alt,150,+STR,Druid
40,Prowl of the Wolves,"Shapeshift your group into Wolves, increasing your Movement Speed by 75% for 8 seconds. After this effect expires, you are afflicted by Recently Exhausted, preventing the reapplication of it and certain other Buffs for 20 minutes.",Alt,,Movement Speed | Shapeshift,Druid
40,Species Revivalism,"Revive a target beast corpse, restoring it to life.",Alt,,Resurrection | (animals only) | (pet only),Druid
40,Touch of Harmony,"Touch a friendly target with a touch of harmony, healing them for 320 Health, and an additional 160 Health Every 6 seconds for 12 seconds, for a total of 640 Health.",Alt,245,Heal Over Time | Direct Heal,Druid
44,Bear Pet Tier 4,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
44,Diamondskin,"Solidifies the skin of a friendly target, increasing their Armor class by 20.",Abj,,+AC,Druid
44,Ensnaring Vines,"Cripple nearby targets with ensnaring vines, decreasing their Movement Speed by 75% for 12 seconds.. This ability shares a cooldown with others in the same line.",Alt,,AoE | Snare,Druid
44,Greater Regeneration,"Causes your target to regenerate, increasing their Health Regeneration by 11 for 50 minutes.",Alt,,Health Regen,Druid
44,Infesting Swarm,"Engulf your target with an infesting swarm, dealing 70 Poison Damage every 6 seconds for 60 seconds.",Con,210,Damage Over Time | Poison,Druid
44,Moon Blaze,"Channel moon energy, inflicting a blaze for 400 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
44,Thorny Barrier,"Surrounds your target with a thorny barrier, providing a damage Shield with 25 Damage Per Hit for 10 minutes.",Abj,,Damage Shield,Druid
48,Bear Pet Tier 5,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
48,Ensnaring Bonds,"Root nearby targets with ensnaring bonds, immobilizing them for 6 seconds. This ability shares a cooldown with others in the same line.",Alt,,AoE | Root,Druid
48,Persuade Beast,"Charm a target beast, forcing them to fight alongside you.",Alt,,Charm | (animals only),Druid
48,Smoldering Embers,"Burns your target for 60 seconds, dealing 30 Fire Damage every 6 seconds and decreasing AC by 25. Max 3 Stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
50,Moon Flare,"Channel moon energy, inflicting a flare for 600 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
52,Bear Pet Tier 6,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
52,Killer Swarm,"Engulf your target with a killer swarm, dealing 150 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Druid
52,Renewal of the Wild,"Renew a target beast corpse, restoring it to life.",Alt,,Resurrection | (animals only) | (pet only),Druid
52,Touch of Creation,"Touch a friendly target with a touch of creation, healing them for 450 Health, and an additional 225 Health every 6 seconds for 12 seconds, for a total of 900 Health.",Alt,225,Heal Over Time | Direct Heal,Druid
54,Flames of Eth-ehm,"Channel moon energy, unleasing the flames of Eth-ehm for 700 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
55,Eth-ehm's Shroud,"Shroud a target group member in Eth-ehm's shadow, rendering them unseen by the living.",Div,,Invisibility,Druid
55,Sanctuary,"Seek sanctuary with your group, relocating them to a safe location in the current zone.",Alt,,Teleport,Druid
56,Bear Pet Tier 7,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
56,Exceptional Regeneration,"Causes your target to regenerate, increasing their Health Regeneration by 16 for 60 minutes.",Alt,,Health Regen,Druid
56,Jagged Barrier,"Surrounds your target with a jagged barrier, providing a Damage Shield with 30 Damage Per Hit for 10 minutes.",Abj,,Damage Shield,Druid
56,Natureskin,"Solidifies the skin of a friendly target, increasing their Armor Class by 30 and health regen by 2 for 30 minutes.",Abj,,+AC | Health Regen,Druid
58,Fires of Eth-ehm,"Channel moon energy, unleashing the fires of Eth-ehm for 850 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
60,Bear Pet Tier 8,"Beckon the wild, calling forth a bear companion to fight alongside you.",Con,,Pet,Druid
60,Element Shatter,"Shatters your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic Resistance by 10. This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Cold | Electricity | Fire | Magic,Druid
60,Embers of Eth-ehm,"Channel moon energy, unleashing the embers of Eth-ehm for 1000 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
60,Raging Embers,"Burns your target for 60 seconds, dealing 45 Fire Damage every 6 seconds and decreasing AC by 26. Max 3 stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
,Tracking,Locate neaby Players/NPC,,,Tracking,Druid
1,Berserker Spirit,"Make your target go berserk, increasing their Strength, Stamina, Dexterity, and Agility by 2 for 1 hour.",Alt,5,+STR | +STA | +DEX | +AGI,Shaman
1,Disease Protection,"Ward your target against sickness, increasing their Disease Resistance by 5 for 1 hour.",Abj,10,Resist | Disease,Shaman
1,Electricity Protection,"Ward your target against shock, increasing their Electricity Resistance by 5 for 1 hour.",Abj,10,Resist | Electricity,Shaman
1,Enfeeble,"Enfeeble your target, decreasing their Strength, Dexterity, and Agility by 4 for 1 minute.",Alt,5,Stat Debuff | +STR | +DEX | +AGI,Shaman
1,Exhaustion,"Exhaust the body of your target, decreasing their Attack Speed by 10% for 1 minute.",Alt,8,Slow,Shaman
1,Flameburst,"Unleash a burst of flame upon your target, dealing 5 (L1) to 7 (L4) Fire Damage.",Evo,7,Direct Damage | Fire,Shaman
1,Invisibility versus Animals,"Shroud a target group member in a cloak of invisibility, rendering them unseen by beasts for 10 minutes.",Div,20,Invisibility | (animals only),Shaman
1,Minor Heal,"Gently heal your target, restoring 10 Health.",Alt,8,Direct Heal,Shaman
1,Polar Align: North,"Magically align yourself, orienting you toward the North Pole.",Div,5,Misc. | (self only),Shaman
1,Spirit Frost,"Rend your target with spiritual frost, dealing 3(L1) to 5 (L4) Cold Damage",Evo,7,Direct Damage | Cold,Shaman
4,Blind,"Shroud the vision of your target, blinding them for 12 seconds.",Alt,15,Blind,Shaman
4,Cure Blindness,Cures Blindness.,Alt,10,Cure | Blind,Shaman
4,Cure Disease,Cures target of disease effects,Alt,10,Cure | Disease,Shaman
4,Cure Poison,Cures target of poison effects,Alt,10,Cure | Poison,Shaman
4,Gate,"Conjure a magical gate, returning you to your bind location.",Alt,55,Gate | (self only),Shaman
4,Healing Spores,"Shower healing spores on a friendly target, healing them 10 Health every 6 seconds for 24 seconds.",Alt,30,Heal Over Time,Shaman
4,Invisibility,"Shroud a target group member in a cloak of invisibility, rendering them unseen by the living for 10 minutes.",Div,20,Invisibility,Shaman
4,Invisibility versus Undead,"Shroud a target group member in a cloak of invisibility, rendering them unseen by the undead for 10 minutes.",Div,10,Invisibility | (undead only),Shaman
4,Lesser Heal,"Lightly heal your target, restoring 25 Health.",Alt,20,Direct Heal,Shaman
4,Malady,"Infect your target with a malady, dealing 3 Disease Damage every 6 seconds for 1 minute.",Con,20,Damage Over Time | Disease,Shaman
4,Poison Protection,"Ward your target against toxins, increasing their Poison Resistance by 5 for 1 hour.",Abj,10,Resist | Poison,Shaman
4,Soulbind,"Bind the soul of a target group member to their current location, causing them to respawn there upon death.",Alt,50,Bind,Shaman
4,Susceptibility,"Makes your target more susceptible to ailments, decreasing their Disease, Poison, and Magic Resistance by 1 (L1) to 2 (L8) for 5 minutes. This spell cannot be resisted unless the target is immune to Magic effects.",Alt,10,Lower Resistance | Disease | Poison | Magic,Shaman
8,Dispel Magic,"Dispel magic from your target, removing one harmful effect.",Alt,25,Cure | Magic,Shaman
8,Enervation,"Enervate the body of your target, decreasing their Attack Speed by 20% for 2 minutes.",Alt,30,Slow,Shaman
8,Haste,"Hasten your target, increasing their Attack Speed by 10% (L4) to 25% (L16) for 1 hour.",Alt,10,Melee Haste,Shaman
8,Heal,"Moderately heals the wounds of a friendly target, healing them for 60 Health.",Alt,40,Direct Heal,Shaman
8,Minor Regeneration,"Gently regenerate your target, increasing their Health Regeneration by 2 for 20 minutes.",Alt,25,Health Regen,Shaman
8,Poisonous Gas,"Smother your target with poisonous gas, dealing 15 Poison Damage and an additional 8 Poison Damage every 6 seconds for 30 seconds.",Con,40,Direct Damage | Damage Over Time | Poison,Shaman
8,Purge,"Purge your target, removing one beneficial effect.",Alt,20,Purge | Magic,Shaman
